chemical_id,chemical_casrn,chemical_name,systemic_adjusted_negative_log_lel
DSSTox_GSID_29304,11099-07-3,"1-Stearoyl-rac-glycerol(Glycerylstearates)(Octadecanoicacid,esterwith1,2,3-propanetriol)",?
DSSTox_GSID_34864,181274-15-7,Propoxycarbazone-sodium,1.951
DSSTox_GSID_26446,77-90-7,Acetyl tributyl citrate,?
DSSTox_GSID_34962,153719-23-4,Thiamethoxam,4.011
DSSTox_GSID_22179,2176-62-7,Pentachloropyridine,?
DSSTox_GSID_34265,57754-85-5,"Clopyralid-olamine(3,6-Dichloro-2-pyridinecarboxylicacid)",?
DSSTox_GSID_21272,7758-19-2,Sodium chlorite,3.456
DSSTox_GSID_44928,36673-16-2,"Titanium(4+)2-[bis(2-hydroxyethyl)amino]ethanolatepropan-2-olate(1:2:2)(Titanium,bis[2-[bis(2-hydroxyethyl)amino-.kappa.N]ethanolato-.kappa.O]bis(2-propanolato)-)",?
DSSTox_GSID_27047,127-51-5,"3-Buten-2-one, 3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-",?
DSSTox_GSID_20006,103-90-2,Acetaminophen,2.398
DSSTox_GSID_23833,9016-00-6,Polydimethylsiloxane(silicone)(Poly[oxy(dimethylsilylene)]),?
DSSTox_GSID_22529,99-76-3,"Methylparaben(Benzoicacid,4-hydroxy-,methylester)",?
DSSTox_GSID_47473,9016-87-9,"Isocyanicacid,polymethylenepolyphenyleneester",?
DSSTox_GSID_26265,3319-31-1,"Tris(2-ethylhexyl)trimellitate(1,2,4-Benzenetricarboxylicacid,tris(2-ethylhexyl)ester)",?
DSSTox_GSID_20122,86-50-0,Gusathion,3.927
DSSTox_GSID_21520,143-22-6,2-[2-(2-Butoxyethoxy)ethoxy]ethanol(Triethyleneglycolmonobutylether),?
DSSTox_GSID_21914,110-12-3,5-Methyl-2-hexanone(Methylisoamylketone),?
DSSTox_GSID_48516,NOCAS_48516,Sodium(2-chloro-4-fluorobenzoyl){[(E)-2-phenylethenyl]sulfonyl}azanide,?
DSSTox_GSID_21388,93-76-5,"2,4,5-Trichlorophenoxyaceticacid(2,4,5-T)",?
DSSTox_GSID_47324,219790-72-4,SB281832,3
DSSTox_GSID_41981,144-49-0,Fluoroaceticacid,?
DSSTox_GSID_27466,2386-87-0,"3,4-Epoxycyclohexylmethyl3,4-epoxycyclohexanecarboxylate(7-Oxabicyclo[4.1.0]heptane-3-carboxylicacid,7-oxabicyclo[4.1.0]hept-3-ylmethylester)",?
DSSTox_GSID_36286,5146-66-7,"2,6-Octadienenitrile,3,7-dimethyl-",?
DSSTox_GSID_34676,42509-80-8,Isazofos,3.204
DSSTox_GSID_21288,57-50-1,"Sucrose(.alpha.-D-Glucopyranoside,.beta.-D-fructofuranosyl)(D(+)-Sucrose)",?
DSSTox_GSID_47309,162706-14-1,UK-156819,?
DSSTox_GSID_32424,104206-82-8,Mesotrione,4.745
DSSTox_GSID_20529,121-14-2,"2,4-Dinitrotoluene",2.933
DSSTox_GSID_26307,87-62-7,"2,6-Dimethylaniline",2.699
DSSTox_GSID_47292,NOCAS_47292,"3-{[1-(aminomethyl)cyclohexyl]methyl}-1,2,4-oxadiazol-5(4H)-one hydrochloride",?
DSSTox_GSID_20450,115-32-2,Dicofol,4.194
DSSTox_GSID_20856,872-50-4,N-Methyl-2-pyrrolidone,2.079
DSSTox_GSID_41250,14233-37-5,"1,4-Bis(N-isopropylamino)anthraquinone(UnisolBlueAS)",?
DSSTox_GSID_29325,24851-98-7,Methyl(3-oxo-2-pentylcyclopentyl)acetate;Methyl3-oxo-2-pentyl-cyclopentaneacetate,?
DSSTox_GSID_48199,4344-55-2,4-Butyloxyaniline,?
DSSTox_GSID_21348,62-56-6,Thiourea,?
DSSTox_GSID_27983,34590-94-8,"Propanol,1(or2)-(2-methoxymethylethoxy)-(Dipropyleneglycolmonomethylether)",?
DSSTox_GSID_40716,5349-51-9,4-(2-Methylbutan-2-yl)cyclohexanol(4-tert-amylcyclohexanol),?
DSSTox_GSID_42243,110-25-8,Oleylsarcosine,?
DSSTox_GSID_20029,107-13-1,2-Propenenitrile,?
DSSTox_GSID_26314,13463-41-7,"Zincpyrithione(Zinc,bis[1-(hydroxy-.kappa.O)-2(1H)-pyridinethionato-.kappa.S2]-,(T-4)-)",?
DSSTox_GSID_21931,111-27-3,1-Hexanol(hexylalcohol),?
DSSTox_GSID_20299,510-15-6,Chlorobenzilate,?
DSSTox_GSID_47281,353280-07-6,CP-612372,3.778
DSSTox_GSID_34528,145701-21-9,Diclosulam,2.778
DSSTox_GSID_29611,120-56-9,"Ethanol,2,2'-[1,2-ethanediylbis(oxy)]bis-,dibenzoate",?
DSSTox_GSID_32649,7696-12-0,Tetramethrin,4.046
DSSTox_GSID_27412,1559-34-8,"3,6,9,12-Tetraoxahexadecan-1-ol",?
DSSTox_GSID_25220,112-55-0,n-Dodecylmercaptan,?
DSSTox_GSID_37730,31519-22-9,"1,4-Dihydroxy-2-naphthoicacid",?
DSSTox_GSID_34303,81406-37-3,Fluroxypyr-meptyl,?
DSSTox_GSID_38830,10094-34-5,"1,1-Dimethyl-2-phenylethylbutanoate;alpha,alpha-Dimethylphenethylbutyrate",?
DSSTox_GSID_27014,123-96-6,2-Octanol,?
DSSTox_GSID_42167,877-24-7,Monopotassiumphthalate(Potassiumphthalatemonobasic),?
DSSTox_GSID_29170,141-79-7,4-Methylpent-3-en-2-one(Mesityloxide),?
DSSTox_GSID_32654,26644-46-2,Triforine,?
DSSTox_GSID_47558,2144-53-8,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctylmethacrylate",?
DSSTox_GSID_25272,87-25-2,Ethylanthranilate(2-Amino-benzoicacidethylester),?
DSSTox_GSID_20347,56-72-4,Coumaphos,5.155
DSSTox_GSID_48198,40649-36-3,4-Propylcyclohexanone,?
DSSTox_GSID_32628,161050-58-4,Methoxyfenozide,3.699
DSSTox_GSID_24152,81335-37-7,Imazaquin,2.301
DSSTox_GSID_22934,20830-75-5,Digoxin,?
DSSTox_GSID_47266,230954-09-3,4-({[4-(4-fluorophenoxy)phenyl]sulfonyl}amino)-N-hydroxytetrahydro-2H-pyran-4-carboxamide,?
DSSTox_GSID_34742,51596-11-3_1,Milbemectin,2.873
DSSTox_GSID_21666,544-63-8,Tetradecanoicacid,?
DSSTox_GSID_25595,110-26-9,"N,N'-Methylenebisacrylamide",3.778
DSSTox_GSID_48200,480-63-7,"2,4,6-Trimethylbenzoicacid",?
DSSTox_GSID_32392,66441-23-4,Fenoxaprop-ethyl,4
DSSTox_GSID_26258,140-08-9,"Tris(2-chloroethyl)phosphite(Ethanol,2-chloro-,phosphite(3:1))",?
DSSTox_GSID_25505,60-33-3,"Linoleicacid(LA)(9,12-Octadecadienoicacid(9Z,12Z)-)",?
DSSTox_GSID_21515,107-92-6,Butanoicacid,?
DSSTox_GSID_21607,142-62-1,Hexanoicacid,?
DSSTox_GSID_37709,3871-99-6,Potassium perfluorohexanesulfonate,?
DSSTox_GSID_37565,55814-41-0,Mepronil,?
DSSTox_GSID_41675,76-49-3,Bornylacetate,?
DSSTox_GSID_23412,6153-64-6,Oxytetracyclinedihydrate,?
DSSTox_GSID_21209,51-52-5,6-Propyl-2-thiouracil,5
DSSTox_GSID_26684,101-86-0,"Hexylcinnamicaldehyde(Octanal,2-(phenylmethylene)-)(.alpha.-Hexylcinnamaldehyde)",?
DSSTox_GSID_26223,111-21-7,Triethylene glycol diacetate,0.699
DSSTox_GSID_41298,695-06-7,"2(3H)-Furanone,5-ethyldihydro-;5-Ethyldihydrofuran-2(3H)-one",?
DSSTox_GSID_29650,1490-04-6,"Menthol(Cyclohexanol,5-methyl-2-(1-methylethyl)-)",?
DSSTox_GSID_24204,21087-64-9,Metribuzin,3.523
DSSTox_GSID_34518,13684-56-5,Desmedipham,?
DSSTox_GSID_20164,3296-90-0,"2,2-Bis(bromomethyl)-1,3-propanediol",?
DSSTox_GSID_22479,90-00-6,2-Ethylphenol(o-Ethylphenol),?
DSSTox_GSID_47355,189003-92-7,SL650472,4.176
DSSTox_GSID_38887,153954,Fluorescein,?
DSSTox_GSID_23907,205-99-2,Benzo(b)fluoranthene,?
DSSTox_GSID_24048,43222-48-6,Difenzoquat metilsulfate,2.398
DSSTox_GSID_21984,124-22-1,1-Dodecanamine,?
DSSTox_GSID_22312,1806-26-4,4-Octylphenol,3.903
DSSTox_GSID_27921,27138-31-4,"Dipropyleneglycoldibenzoate(Propanol,oxybis-,dibenzoate)",?
DSSTox_GSID_20069,97-56-3,C.I.Solventyellow3,?
DSSTox_GSID_42335,34451-19-9,"Propanoicacid,2-hydroxy-,butylester,(2S)-((-)-ButylL-lactate)",?
DSSTox_GSID_20867,838-88-0,"4,4'-Methylenebis(2-methylaniline)",?
DSSTox_GSID_26141,68-11-1,"Thioglycolicacid(Aceticacid,mercapto-)",?
DSSTox_GSID_23541,65-23-6,"Pyridoxine(3,4-Pyridinedimethanol,5-hydroxy-6-methyl-)",?
DSSTox_GSID_48204,70568-60-4,4-Butylcyclohexanol(4-n-butylcyclohexanol),?
DSSTox_GSID_24280,60207-90-1,Propiconazole,2.8
DSSTox_GSID_22364,521-18-6,Dihydrotestosterone(DHT)(5alphadihydrotestosterone)(5alpha-Androstan-17beta-ol-3-one),?
DSSTox_GSID_47371,725228-45-5,{4-[3-(aminomethyl)phenyl]piperidin-1-yl}{5-[(2-fluorophenyl)ethynyl]furan-2-yl}methanone,?
DSSTox_GSID_21243,989-38-8,Rhodamine6G,?
DSSTox_GSID_32303,53939-28-9,(Z)-11-Hexadecenal,?
DSSTox_GSID_22411,118-82-1,"4,4'-methylenebis(2,6-di-t-butylphenol)(Phenol,4,4'-methylenebis[2,6-bis(1,1-dimethylethyl)-)",?
DSSTox_GSID_47327,313994-79-5,MK-578,2.477
DSSTox_GSID_47272,249296-43-3,4-(3-{[4-(2-methyl-1H-imidazol-1-yl)phenyl]sulfanyl}phenyl)tetrahydro-2H-pyran-4-carboxamide methanesulfonate,?
DSSTox_GSID_38881,633-96-5,C.I.AcidOrange7,?
DSSTox_GSID_26799,108-77-0,"2,4,6-Trichloro-s-triazine(1,3,5-Triazine,2,4,6-trichloro-)(Cyanuricchloride)",?
DSSTox_GSID_47178,22047-49-0,2-Ethylhexyloctadecanoate(Isooctylstearate),?
DSSTox_GSID_21233,16423-68-0,"ErythrosineB;Spiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one,3',6'-dihydroxy-2',4',5',7'-tetraiodo-,disodiumsalt",?
DSSTox_GSID_34723,141112-29-0,Isoxaflutole,2.759
DSSTox_GSID_34566,155569-91-8,Emamectin benzoate,3.875
DSSTox_GSID_29698,7775-27-1,"Sodiumpersulfate(Peroxydisulfuricacid,disodiumsalt)",?
DSSTox_GSID_26773,107-88-0,"1,3-Butanediol",?
DSSTox_GSID_32645,122836-35-5,Sulfentrazone,2.778
DSSTox_GSID_20730,148-24-3,8-Hydroxyquinoline,1.824
DSSTox_GSID_21848,102-27-2,"N-Ethyl-3-methylaniline(benzenamine,N-ethyl-3-methyl-)",?
DSSTox_GSID_41646,6359-90-6,"Benzenesulfonicacid,4-chloro-3-[4,5-dihydro-3-methyl-5-oxo-4-(phenylazo)-1H-pyrazol-1-yl]-,sodiumsalt",?
DSSTox_GSID_47533,89-04-3,Tri(n-octyl)Trimellitate,?
DSSTox_GSID_26080,100-21-0,"TerephthalicAcid(TPA)(1,4-Benzenedicarboxylicacid)",?
DSSTox_GSID_20710,122-66-7,"1,2-Diphenylhydrazine",?
DSSTox_GSID_23868,67485-29-4,Hydramethylnon(Amdro),?
DSSTox_GSID_24182,109-86-4,2-Methoxyethanol,2.155
DSSTox_GSID_27429,1724-39-6,Cyclododecanol,?
DSSTox_GSID_34871,129630-19-9,Pyraflufen-ethyl,2.398
DSSTox_GSID_23796,140-64-7,Pentamidineisethionate,?
DSSTox_GSID_35001,112-38-9,10-Undecenoicacid,?
DSSTox_GSID_27034,126-11-4,"2-(Hydroxymethyl)-2-nitro-1,3-propanediol",2.301
DSSTox_GSID_20182,80-05-7,Bisphenol A,3.301
DSSTox_GSID_20005,60-35-5,Acetamide,?
DSSTox_GSID_40700,2996-92-1,Trimethoxyphenylsilane,?
DSSTox_GSID_22174,2104-64-5,O-ethylO-(p-nitrophenylphenyl)phosphonothioate(EPN),?
DSSTox_GSID_21175,9005-65-6,Polysorbate80(glycol),?
DSSTox_GSID_48509,NOCAS_48509,"(4-{[(2R)-7-Methoxy-1,2,3,4-tetrahydronaphthalen-2-yl](propyl)amino}piperidin-1-yl)(piperidin-4-yl)methanone",?
DSSTox_GSID_24994,2893-78-9,"Sodiumdichloroisocyanurate(Sodiumdichloro-s-triazinetrione)(1,3,5-Triazine-2,4,6(1H,3H,5H)-trione,1,3-dichloro-,sodiumsalt)",?
DSSTox_GSID_26623,98-52-2,"4-tert-Butylcyclohexanol(Cyclohexanol,4-(1,1-dimethylethyl)-)",?
DSSTox_GSID_31131,131-18-0,Dipentyl phthalate,3.621
DSSTox_GSID_28022,51632-16-7,1-(Bromomethyl)-3-phenoxybenzene,?
DSSTox_GSID_42418,3026-63-9,Sodiumtridecylsulfate,?
DSSTox_GSID_47255,NOCAS_47255,CP-465394,2.602
DSSTox_GSID_42426,5138-18-1,Sulfosuccinicacid,?
DSSTox_GSID_24045,64-67-5,Diethylsulfate,?
DSSTox_GSID_22310,486-66-8,Daidzein,2.699
DSSTox_GSID_25805,26530-20-1,Octhilinone,?
DSSTox_GSID_24081,145-73-3,Endothal,3.079
DSSTox_GSID_21940,111-87-5,1-Octanol,?
DSSTox_GSID_42130,587-85-9,Diphenylmercury(II),?
DSSTox_GSID_21336,58-55-9,Theophylline,2.648
DSSTox_GSID_21853,103-76-4,1-Piperazineethanol(1-(2-Hydroxyethyl)piperazine),?
DSSTox_GSID_21869,106-44-5,4-Methylphenol,?
DSSTox_GSID_39223,116-06-3,Aldicarb,5.176
DSSTox_GSID_44538,13301-61-6,"C.I.DisperseOrange37(Propanenitrile,3-[[4-[(2,6-dichloro-4-nitrophenyl)azo]phenyl]ethylamino]-)",?
DSSTox_GSID_20666,556-52-5,Glycidol,?
DSSTox_GSID_24944,35691-65-7,"1,2-Dibromo-2,4-dicyanobutane(1-Bromo-1-(bromomethyl)-1,3-propanedicarbonitrile)",?
DSSTox_GSID_20407,333-41-5,Diazinon,5.495
DSSTox_GSID_26602,96-76-4,"2,4-Di-tert-butylphenol(Phenol,2,4-bis(1,1-dimethylethyl)-)",?
DSSTox_GSID_47389,NOCAS_47389,SAR150640,3.477
DSSTox_GSID_25102,109-55-7,"3-(Dimethylamino)propylamine(1,3-Propanediamine,N,N-dimethyl-)",?
DSSTox_GSID_22991,114-07-8,Erythromycin,?
DSSTox_GSID_21395,1582-09-8,Trifluralin,3.125
DSSTox_GSID_48510,460081-99-6,"3-{[3,4-Bis(difluoromethoxy)phenyl](pyridin-3-ylmethyl)amino}benzoicacid",?
DSSTox_GSID_24255,13684-63-4,3-((Methoxycarbonyl)amino)phenylN-(3-methylphenyl)carbamate,?
DSSTox_GSID_21642,57-11-4,Octadecanoicacid(Stearicacid),?
DSSTox_GSID_22265,15972-60-8,Alachlor,3.824
DSSTox_GSID_20143,65-85-0,Benzoic acid,?
DSSTox_GSID_42096,6706-59-8,L-Glucitol,?
DSSTox_GSID_40372,133855-98-8,Epoxiconazole,?
DSSTox_GSID_41611,137-66-6,"L-Ascorbicacid,6-hexadecanoate;6-O-Palmitoylascorbicacid",?
DSSTox_GSID_40701,77-93-0,"Triethylcitrate(1,2,3-Propanetricarboxylicacid,2-hydroxy-,triethylester)",?
DSSTox_GSID_20233,50-14-6,Ergocalciferol(Calciferol),?
DSSTox_GSID_36933,16893-85-9,Sodiumhexafluorosilicate,?
DSSTox_GSID_32544,136-45-8,"Dipropyl pyridine-2,5-dicarboxylate",2.09
DSSTox_GSID_20713,58-93-5,Hydrochlorothiazide,2.903
DSSTox_GSID_47882,17696-62-7,Phenylparaben,?
DSSTox_GSID_26908,112-25-4,2-(Hexyloxy)ethanol(Ethyleneglycolmonohexylether),?
DSSTox_GSID_41815,116-02-9,"Cyclohexanol,3,3,5-trimethyl-",?
DSSTox_GSID_20232,58-08-2,Caffeine,?
DSSTox_GSID_41422,87-01-4,"2H-1-Benzopyran-2-one,7-(dimethylamino)-4-methyl-",?
DSSTox_GSID_47318,139149-55-6,"1-[(3S)-6-(benzyloxy)-2,3-dihydro-1-benzofuran-3-yl]-1-hydroxyurea",?
DSSTox_GSID_22528,120-47-8,Ethylparaben(ethyl4-hydroxybenzoate),?
DSSTox_GSID_20605,104-76-7,2-Ethyl-1-hexanol,2.125
DSSTox_GSID_20863,41372-08-1,Methyldopa sesquihydrate,1.81
DSSTox_GSID_21239,302-79-4,trans-Retinoic acid,?
DSSTox_GSID_26994,123-01-3,Dodecylbenzene,?
DSSTox_GSID_20972,67-20-9,Nitrofurantoin,?
DSSTox_GSID_24523,63-05-8,"4-Androstene-3,17-dione",?
DSSTox_GSID_22366,50-27-1,Estriol(E3),?
DSSTox_GSID_21864,105-67-9,"2,4-Xylenol",2.222
DSSTox_GSID_34872,1698-60-8,Chloridazon,2.778
DSSTox_GSID_20359,108-94-1,Cyclohexanone,1.488
DSSTox_GSID_24052,55290-64-7,Dimethipin,3
DSSTox_GSID_27868,25360-10-5,"tert-Nonylmercaptan(7CI,8CI)",?
DSSTox_GSID_47448,698078,Potassiumchlorate,?
DSSTox_GSID_20869,101-61-1,"4,4'-Methylenebis(N,N-dimethylaniline)",3.617
DSSTox_GSID_41247,120-46-7,"1,3-Diphenyl-1,3-propanedione",?
DSSTox_GSID_32464,41198-08-7,Profenofos,3.523
DSSTox_GSID_25892,90-30-2,N-Phenyl-1-naphthylamine,?
DSSTox_GSID_40794,6152-33-6,2-Phenylphenolsodiumsalttetrahydrate,?
DSSTox_GSID_47535,82469-79-2,N-BUTYRYLTRI-N-HEXYLCITRATE,?
DSSTox_GSID_42086,59227-89-3,Laurocapram,?
DSSTox_GSID_47344,159138-81-5,Cariporide mesylate,2.824
DSSTox_GSID_48178,136042-19-8,FR130739,?
DSSTox_GSID_42356,2110-18-1,2-(3-Phenylpropyl)pyridine,?
DSSTox_GSID_31860,335-76-2,Perfluorodecanoicacid(PFDA),?
DSSTox_GSID_33923,32809-16-8,Procymidone,2.903
DSSTox_GSID_32577,79538-32-2,Tefluthrin,4
DSSTox_GSID_24066,528-29-0,"1,2-Dinitrobenzene",?
DSSTox_GSID_34187,10540-29-1,Tamoxifen(OHT)(TAM),?
DSSTox_GSID_21986,126-73-8,Tributyl phosphate,?
DSSTox_GSID_47306,290352-28-2,"({4-[(7-hydroxy-2,3-dihydro-1H-inden-4-yl)oxy]-3,5-dimethylphenyl}amino)(oxo)acetic acid",?
DSSTox_GSID_21164,110-85-0,Piperazine,?
DSSTox_GSID_34855,79241-46-6,Fluazifop-P-butyl,4.301
DSSTox_GSID_21921,110-65-6,"2-Butyne-1,4-diol",?
DSSTox_GSID_27390,1333-39-7,"Phenolsulfonicacid(Benzenesulfonicacid,hydroxy-)",?
DSSTox_GSID_48181,769-92-6,4-tert-Butylaniline,?
DSSTox_GSID_41636,93-92-5,"Benzenemethanol,alpha-methyl-,acetate(Styrallylacetate)",?
DSSTox_GSID_47308,158081-99-3,CP-105696,?
DSSTox_GSID_42415,657-84-1,Sodium4-methylbenzenesulfonate,?
DSSTox_GSID_47347,155990-20-8,SR271425,?
DSSTox_GSID_32488,117718-60-2,Thiazopyr,3.301
DSSTox_GSID_20834,598-55-0,Methylcarbamate,?
DSSTox_GSID_37303,375-85-9,Perfluoroheptanoicacid,?
DSSTox_GSID_32655,131983-72-7,Triticonazole,4.222
DSSTox_GSID_27270,629-76-5,1-Pentadecanol,?
DSSTox_GSID_32620,86479-06-3,Hexaflumuron,?
DSSTox_GSID_44564,3855-32-1,"N-[3-(Dimethylamino)propyl]-N,N',N'-trimethylpropane-1,3-diamine(1,3-Propanediamine,N-[3-(dimethylamino)propyl]-N,N',N'-trimethyl-)",?
DSSTox_GSID_47254,220860-50-4,"N-benzyl-6-ethoxy-4-oxo-1,4-dihydro-1,5-naphthyridine-3-carboxamide",?
DSSTox_GSID_41641,609-54-1,"Benzenesulfonicacid,2,5-dimethyl-(p-Xylene-2-sulfonicacid)",?
DSSTox_GSID_27635,6846-50-0,"2,2,4-Trimethyl-1,3-pentanedioldiisobutyrate(Propanoicacid,2-methyl-,2,2-dimethyl-1-(1-methylethyl)-1,3-propanediylester)",?
DSSTox_GSID_20415,106-93-4,Ethylenedibromide(EDB),?
DSSTox_GSID_34165,63612-50-0,Nilutamide,?
DSSTox_GSID_24272,7287-19-6,Prometryn,3.824
DSSTox_GSID_43938,2528-16-7,Monobenzyl phthalate,2.254
DSSTox_GSID_41889,4712-55-4,Diphenylphosphite,?
DSSTox_GSID_20505,108-01-0,"2-Dimethylaminoethanol(Deanol)(Dimethylaminoethanol)(Ethanol,2-(dimethylamino)-)",?
DSSTox_GSID_42219,103-65-1,Propylbenzene,?
DSSTox_GSID_27377,1300-73-8,"Dimethylaniline(Benzenamine,ar,ar-dimethyl-)",?
DSSTox_GSID_28033,53894-23-8,"1,2,4-Benzenetricarboxylicacid,triisononylester",?
DSSTox_GSID_27650,7398-69-8,"Dimethyldiallylammoniumchloride(2-Propen-1-aminium,N,N-dimethyl-N-2-propenyl-,chloride)",?
DSSTox_GSID_41237,99-86-5,"1-Methyl-4-(propan-2-yl)cyclohexa-1,3-diene",?
DSSTox_GSID_24436,25956-17-6,Allura red,?
DSSTox_GSID_44390,6610-29-3,"N-Methylhydrazinecarbothioamide(Hydrazinecarbothioamide,N-methyl-)",?
DSSTox_GSID_23848,34256-82-1,Acetochlor,3.783
DSSTox_GSID_27856,25265-71-8,Dipropylene glycol,1.447
DSSTox_GSID_22137,928-96-1,(Z)-3-Hexen-1-ol(cis-3-hexen-1-ol),?
DSSTox_GSID_29110,78-69-3,"3,7-Dimethyl-3-octanol",?
DSSTox_GSID_47271,676116-04-4,PharmaCode_0343701,3
DSSTox_GSID_21928,111-15-9,"2-Ethoxyethylacetate(Ethyleneglycolmonoethyletheracetate)(2-Ethoxyethanol,Acetate)",?
DSSTox_GSID_20278,97-00-7,"Benzene,1-chloro-2,4-dinitro-;Dinitrochlorobenzene;2,4-Dinitrochlorobenzene",?
DSSTox_GSID_20442,94-75-7,"2,4-Dichlorophenoxyacetic acid",3.778
DSSTox_GSID_47289,215297-27-1,UK-343664,2.778
DSSTox_GSID_27222,586-62-9,"Cyclohexene,1-methyl-4-(1-methylethylidene)-",?
DSSTox_GSID_27826,23386-52-9,"Sodium1,4-bis(cyclohexyloxy)-1,4-dioxobutane-2-sulfonate",?
DSSTox_GSID_42038,5870-93-9,Heptylbutanoate,?
DSSTox_GSID_41368,5394-36-5,"2,4-Imidazolidinedione,5-ethyl-5-methyl-",?
DSSTox_GSID_21402,95-63-6,"1,2,4-Trimethylbenzene",?
DSSTox_GSID_26501,80-56-8,"alpha-Pinene(Bicyclo[3.1.1]hept-2-ene,2,6,6-trimethyl-)",?
DSSTox_GSID_26118,119-64-2,"1,2,3,4-Tetrahydronaphthalene(Tetralin)",?
DSSTox_GSID_20076,61-82-5,"3-Aminotriazole;3-Amino-1,2,4-triazole;1H-1,2,4-Triazol-3-amine",?
DSSTox_GSID_23733,99-66-1,ValproicAcid(VPA),?
DSSTox_GSID_32605,51338-27-3,Diclofop-methyl,4.824
DSSTox_GSID_44578,827-19-0,"Sodium2,5-dimethylbenzenesulfonate(Benzenesulfonicacid,2,5-dimethyl-,sodiumsalt)",?
DSSTox_GSID_47276,194098-25-4,CP-409092,2.079
DSSTox_GSID_32547,2593-15-9,Etridiazole,3
DSSTox_GSID_41962,78-07-9,Ethyltriethoxysilane,?
DSSTox_GSID_44202,112-14-1,Octylacetate,?
DSSTox_GSID_26033,126-92-1,"Sodium(2-ethylhexyl)alcoholsulfate;Sulfuricacid,mono(2-ethylhexyl)ester,sodiumsalt",?
DSSTox_GSID_32600,113136-77-9,Cyclanilide,3.721
DSSTox_GSID_40711,87-24-1,Ethyl2-methylbenzoate,?
DSSTox_GSID_42234,29836-26-8,Octylbeta-D-glucopyranoside,?
DSSTox_GSID_24193,94-81-5,4-(2-Methyl-4-chlorophenoxy)butyricacid(MCPB),?
DSSTox_GSID_24170,24307-26-4,Mepiquat chloride,2.176
DSSTox_GSID_32552,142459-58-3,Flufenacet,3.854
DSSTox_GSID_27403,1461-22-9,Tributyltin chloride,3.204
DSSTox_GSID_27200,553-26-4,"4,4'-Bipyridine",?
DSSTox_GSID_47375,862243-29-6,AVE9423,2.176
DSSTox_GSID_25217,19780-11-1,(2-Dodecenyl)succinicanhydride,?
DSSTox_GSID_21256,599-79-1,Sulfasalazine,?
DSSTox_GSID_32550,111812-58-9,"Fenpyroximate (Z,E)",3.921
DSSTox_GSID_26252,101-02-0,Triphenylphosphite,?
DSSTox_GSID_40285,118-93-4,2-Hydroxyacetophenone,?
DSSTox_GSID_20811,7487-94-7,Mercuric chloride,4.903
DSSTox_GSID_47294,668981-02-0,CP-863187,2.699
DSSTox_GSID_30060,594-20-7,"2,2-Dichloropropane",?
DSSTox_GSID_47540,6344-67-8,3-Hydroxyfluorene,?
DSSTox_GSID_37208,15307-79-6,Diclofenacsodium,?
DSSTox_GSID_29290,7785-26-4,"(1S,5S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene(2-Pinene,(1S,5S)-(-)-)(l-alpha-Pinene)",?
DSSTox_GSID_48507,NOCAS_48507,"5-(2,4-Difluorophenoxy)-2-[(2-hydroxy-2-methylpropyl)amino]-8-methylpyrido[2,3-d]pyrimidin-7(8H)-onehydrochloride(1:1)",?
DSSTox_GSID_36515,57-85-2,Testosterone propionate,4.778
DSSTox_GSID_41208,58846-77-8,Decylbeta-D-glucopyranoside,?
DSSTox_GSID_34005,5329-14-6,Sulfamicacid(Imidosulfonicacid),?
DSSTox_GSID_48193,1625-91-8,"4,4'-Di-tert-butylbiphenyl",?
DSSTox_GSID_22523,1085-12-7,Heptylparaben(n-heptyl4-hydroxybenzoate),?
DSSTox_GSID_20462,111-46-6,Diethylene glycol,?
DSSTox_GSID_47274,113734-18-2,CP-114271,?
DSSTox_GSID_23998,52315-07-8,Cypermethrin,3.079
DSSTox_GSID_47372,478263-98-8,AVE3295,3.954
DSSTox_GSID_29223,1742-14-9,"Benzene,1,1'-ethylidenebis[3,4-dimethyl-",?
DSSTox_GSID_33562,52806-53-8,2-Hydroxyflutamide;Hydroxyniphtholide,?
DSSTox_GSID_25049,111-77-3,Diethylene glycol monomethyl ether,?
DSSTox_GSID_26769,107-46-0,Hexamethyldisiloxane,?
DSSTox_GSID_20663,56-81-5,Glycerol,?
DSSTox_GSID_42491,2761-24-2,Triethoxypentylsilane,?
DSSTox_GSID_24652,52-51-7,Bronopol,3.341
DSSTox_GSID_20688,77-47-4,Hexachlorocyclopentadiene,3.022
DSSTox_GSID_21640,123-99-9,Nonanedioicacid(Azelaicacid),?
DSSTox_GSID_21793,90-15-3,1-naphthalenol,?
DSSTox_GSID_44576,77-89-4,"Acetyltriethylcitrate(1,2,3-Propanetricarboxylicacid,2-(acetyloxy)-,triethylester)",?
DSSTox_GSID_21464,137-30-4,Ziram,3.678
DSSTox_GSID_32611,13194-48-4,Ethoprop,5.409
DSSTox_GSID_42369,81-88-9,RhodamineB,?
DSSTox_GSID_25141,140-95-4,"N,N-Bis(hydroxymethyl)urea",?
DSSTox_GSID_23878,120-12-7,Anthracene,?
DSSTox_GSID_24394,64-19-7,Aceticacid,?
DSSTox_GSID_20913,91-20-3,Naphthalene,2.778
DSSTox_GSID_20465,56-53-1,Diethylstilbestrol,6
